id,source,target,p_index,year,type,source's role,target's role
370,2,3,124645,Shulgi.48.01.11,Directed,['source'],['recipient']
371,2,365,124926,Shu-Suen.04.06.00 (us2 year),Undirected,['source'],['representative']
372,2,459,124926,Shu-Suen.04.06.00 (us2 year),Undirected,['source'],['representative']
373,365,459,124926,Shu-Suen.04.06.00 (us2 year),Undirected,['representative'],['representative']
374,2,2,124947,Shulgi.46.02.00,Directed,['source'],['source']
375,2,87,124947,Shulgi.46.02.00,Directed,['source'],['recipient']
376,2,87,124947,Shulgi.46.02.00,Directed,['source'],['recipient']
377,10,2,124951,Amar-Suen.02.02.08,Directed,['source'],['recipient']
378,765,2,125022,Amar-Suen.07.03.00,Directed,['intermediary'],['recipient']
379,2,24,125484,Shulgi.47.11.04 (us2 year),Directed,['source'],['representative']
380,2,93,125497,Amar-Suen.05.11.22,Directed,['source'],['intermediary']
381,2,10,125497,Amar-Suen.05.11.22,Directed,['source'],['recipient']
382,93,10,125497,Amar-Suen.05.11.22,Directed,['intermediary'],['recipient']
383,2,3,125533,Amar-Suen.02.08.16,Directed,['source'],['recipient']
384,2,3,125571,Shulgi.47.03.15 (us2 year),Directed,['source'],['recipient']
385,2,28,125572,Amar-Suen.08.07.20,Directed,['source'],['recipient']
386,2,11,125835,Shulgi.48.08.13,Undirected,['source'],['representative']
387,2,137,125835,Shulgi.48.08.13,Undirected,['source'],['intermediary']
388,11,137,125835,Shulgi.48.08.13,Undirected,['representative'],['intermediary']
389,2,3,125842,Shulgi.48.06.06 (us2-us2 year),Directed,['source'],['recipient']
390,2,3,125888,Shulgi.48.07.13,Directed,['source'],['recipient']
391,2,11,125889,Amar-Suen.01.01.16,Undirected,['source'],['representative']
392,2,137,125889,Amar-Suen.01.01.16,Undirected,['source'],['intermediary']
393,11,137,125889,Amar-Suen.01.01.16,Undirected,['representative'],['intermediary']
394,2,3,126012,Shulgi.47.02.27 (us2 year),Directed,['source'],['recipient']
395,10,2,126015,Amar-Suen.02.04.00,Directed,['source'],['recipient']
396,2,3,126058,Amar-Suen.01.09.19,Directed,['source'],['recipient']
397,2,3,126060,Shulgi.48.11.08,Directed,['source'],['recipient']
398,10,2,126066,Amar-Suen.08.01.09,Directed,['source'],['recipient']
399,10,2,126079,Amar-Suen.01.10.26,Directed,['source'],['recipient']
400,10,2,126154,Amar-Suen.04.08.01,Directed,['source'],['recipient']
401,10,2,126164,Amar-Suen.02.01.29,Directed,['source'],['recipient']
402,10,2,126181,Amar-Suen.09.04.12,Directed,['source'],['recipient']
403,10,2,126198,Amar-Suen.03.10.00,Directed,['source'],['recipient']
404,10,2,126204,Amar-Suen.01.11.08,Directed,['source'],['recipient']
405,2,3,126208,Amar-Suen.02.02.13,Directed,['source'],['recipient']
406,2,28,126417,Amar-Suen.06.02.26,Directed,['source'],['recipient']
407,2,28,126420,Amar-Suen.06.11.04,Directed,['source'],['representative']
408,2,3,126421,Amar-Suen.02.10.01,Directed,['source'],['recipient']
409,2,3,126424,Shulgi.47.11.13 (us2 year),Directed,['source'],['recipient']
410,10,2,126433,Amar-Suen.01.12.17,Directed,['source'],['recipient']
411,2,3,126442,Shulgi.46.05.05,Directed,['source'],['recipient']
412,2,3,126458,Amar-Suen.01.12.18,Directed,['source'],['recipient']
413,2,3,126461,Shulgi.48.12.12,Directed,['source'],['recipient']
414,2,28,126462,Amar-Suen.06.11.04,Directed,['source'],['recipient']
415,2,28,126464,Amar-Suen.06.05.02,Directed,['source'],['recipient']
416,2,28,126469,Amar-Suen.06.06.20,Directed,['source'],['recipient']
417,2,3,126474,--.--.08.11,Directed,['source'],['recipient']
418,2,3,126494,Amar-Suen.02.06.22,Directed,['source'],['recipient']
419,2,3,126500,Shulgi.47.11.04 (us2 year),Directed,['source'],['recipient']
420,2,3,126503,Shulgi.47.09.00 (us2 year),Directed,['source'],['recipient']
421,10,2,126513,Amar-Suen.01.11.02,Directed,['source'],['recipient']
422,2,670,126520,Amar-Suen.02.06.09,Directed,['source'],['recipient']
423,2,2,126532,Amar-Suen.06.08.24,Undirected,['source'],['source']
424,2,11,126532,Amar-Suen.06.08.24,Undirected,['source'],['representative']
425,2,11,126532,Amar-Suen.06.08.24,Undirected,['source'],['representative']
426,2,11,126541,Shulgi.47.11.11 (us2 year),Directed,['source'],['representative']
427,2,9,126601,"Shulgi.47.11.02 (us2 year), Shulgi.47.11.05 (us2 year)",Directed,['source'],['recipient']
428,2,3,126657,Shulgi.47.02.02 (us2 year),Directed,['source'],['recipient']
429,10,2,126738,Amar-Suen.05.12.01,Directed,['source'],['recipient']
430,2,11,126775,Shulgi.47.04.10 (us2 year),Undirected,['source'],['representative']
431,2,137,126775,Shulgi.47.04.10 (us2 year),Undirected,['source'],['intermediary']
432,11,137,126775,Shulgi.47.04.10 (us2 year),Undirected,['representative'],['intermediary']
433,2,28,126799,Amar-Suen.06.02.21,Directed,['source'],['recipient']
434,2,28,126802,Amar-Suen.06.09.06,Directed,['source'],['recipient']
435,2,3,126808,Shulgi.47.05.04 (us2 year),Directed,['source'],['recipient']
436,2,3,126809,Amar-Suen.01.07.24,Directed,['source'],['recipient']
437,2,28,127491,Amar-Suen.06.02.00,Directed,['source'],['recipient']
438,2,28,127494,Amar-Suen.06.03.00,Directed,['source'],['recipient']
439,2,28,127495,Amar-Suen.06.06.00,Directed,['source'],['recipient']
440,2,28,127496,Amar-Suen.06.08.00,Directed,['source'],['recipient']
441,2,28,127497,Amar-Suen.06.11.00,Directed,['source'],['recipient']
442,10,2,128132,"Amar-Suen.01.09.26, Amar-Suen.01.09.27",Directed,['source'],['recipient']
443,10,2,128133,Amar-Suen.01.10.15,Directed,['source'],['recipient']
444,10,2,128139,Amar-Suen.02.05.14,Directed,['source'],['recipient']
445,10,2,128140,Amar-Suen.02.06.08,Directed,['source'],['recipient']
446,10,2,128141,Amar-Suen.02.06.11,Directed,['source'],['recipient']
447,2,28,128173,Amar-Suen.06.12.20,Directed,['source'],['recipient']
448,2,495,128340,Shu-Suen.04.06.00 (us2 year),Directed,['source'],['representative']
449,2,3,128617,Shulgi.46.03.27,Directed,['source'],['recipient']
450,2,74,128620,Shulgi.46.11.15,Directed,['source'],['recipient']
451,10,2,128634,Amar-Suen.05.08.29,Directed,['source'],['recipient']
452,10,2,128790,Amar-Suen.05.09.23,Directed,['source'],['recipient']
453,10,2,128797,Amar-Suen.06.08.16,Directed,['source'],['recipient']
454,2,3,128828,Shulgi.46.04.17,Directed,['source'],['recipient']
455,2,3,128832,Shulgi.46.12.04,Directed,['source'],['recipient']
456,2,3,128834,Shulgi.48.12.25,Directed,['source'],['recipient']
457,2,3,128836,Amar-Suen.02.03.04,Directed,['source'],['recipient']
458,2,28,128842,Amar-Suen.03.05.25,Directed,['source'],['recipient']
459,2,156,128913,Amar-Suen.06.08.30,Directed,['source'],['representative']
460,2,3,129435,Shulgi.47.07.23 (us2 year),Directed,['source'],['recipient']
461,2,3,129436,Shulgi.47.11.07 (us2 year),Directed,['source'],['recipient']
462,2,3,129440,Amar-Suen.02.03.29,Directed,['source'],['recipient']
463,2,251,129775,Shu-Suen.03.04.00 (us2 year),Directed,['source'],['representative']
464,2,141,130828,Shu-Suen.01.01.11,Directed,['source'],['representative']
465,10,2,131060,Amar-Suen.02.10.25,Directed,['source'],['recipient']
466,10,2,131071,Amar-Suen.01.12.20,Directed,['source'],['recipient']
467,2,948,131638,Shu-Suen.03.06.00,Directed,['source'],['representative']
468,2,16,131691,Shulgi.46.08.00,Directed,['source'],['recipient']
469,10,2,131708,Amar-Suen.07.08.03,Directed,['source'],['recipient']
470,111,2,131722,Amar-Suen.08.04.04,Directed,['source'],['recipient']
471,5,2,131844,Shulgi.47.02.11 (us2 year),Directed,['source'],['intermediary']
472,2,5,131850,Shulgi.47.03.17 (us2 year),Undirected,['intermediary'],['source']
473,2,11,131850,Shulgi.47.03.17 (us2 year),Undirected,['intermediary'],['representative']
474,5,11,131850,Shulgi.47.03.17 (us2 year),Undirected,['source'],['representative']
475,2,28,131868,Amar-Suen.03.08.26,Directed,['source'],['recipient']
476,2,3,131871,Shulgi.47.11.22 (us2 year),Directed,['source'],['recipient']
477,2,3,131894,Amar-Suen.02.03.30,Directed,['source'],['recipient']
478,2,28,131911,Amar-Suen.08.06.00,Directed,['source'],['recipient']
479,2,28,131913,Amar-Suen.05.02.20,Directed,['source'],['recipient']
480,2,28,131916,Amar-Suen.06.12.08,Directed,['source'],['recipient']
481,2,3,131920,Shulgi.48.07.28,Directed,['source'],['recipient']
482,2,28,131937,Amar-Suen.06.08.17,Directed,['source'],['recipient']
483,10,2,131945,Amar-Suen.05.09.03,Directed,['source'],['recipient']
484,2,3,131957,Amar-Suen.02.11.20,Directed,['source'],['recipient']
485,2,3,131961,Amar-Suen.02.05.11,Directed,['source'],['recipient']
486,2,3,131969,Amar-Suen.01.05.01,Directed,['source'],['recipient']
487,2,3,131996,Shulgi.48.07.24,Directed,['source'],['recipient']
488,2,3,131998,Amar-Suen.01.12.08,Directed,['source'],['recipient']
489,2,3,132020,Shulgi.46.08.18,Directed,['source'],['recipient']
490,2,28,132027,Amar-Suen.08.07.05,Directed,['source'],['recipient']
491,2,3,132040,Amar-Suen.01.07.05,Directed,['source'],['recipient']
492,2,3,132041,Shulgi.47.01.02 (us2 year),Directed,['source'],['recipient']
493,2,3,132046,Amar-Suen.01.11.04,Directed,['source'],['recipient']
494,2,28,132051,Amar-Suen.06.04.25,Directed,['source'],['recipient']
495,2,3,132055,Shulgi.47.01.22,Directed,['source'],['recipient']
496,2,3,132061,Amar-Suen.01.03.24,Directed,['source'],['recipient']
497,10,2,133868,Amar-Suen.03.07.08,Directed,['source'],['recipient']
498,10,2,133876,Amar-Suen.05.07.24,Directed,['source'],['recipient']
499,10,2,133886,Amar-Suen.05.11.14,Directed,['source'],['recipient']
500,2,2,133907,Shulgi.46.02.18,Undirected,['representative'],['representative']
501,2,3,133937,Shulgi.46.01.19,Directed,['source'],['recipient']
502,2,3,133938,Shulgi.46.11.23,Directed,['source'],['recipient']
503,2,3,133939,Shulgi.46.12.23,Directed,['source'],['recipient']
504,2,3,133942,Shulgi.47.07.19 (us2 year),Directed,['source'],['recipient']
505,2,3,133943,Shulgi.47.08.14 (us2 year),Directed,['source'],['recipient']
506,2,3,133944,Shulgi.47.10.04 (us2 year),Directed,['source'],['recipient']
507,2,3,133946,Shulgi.27.07.22,Directed,['source'],['recipient']
508,2,28,133959,Amar-Suen.04.11.12,Directed,['source'],['recipient']
509,2,28,133969,Amar-Suen.08.06.30,Directed,['source'],['recipient']
510,2,28,133970,Amar-Suen.08.11.07,Directed,['source'],['recipient']
511,2,3,133973,Amar-Suen.--.03.17,Directed,['source'],['recipient']
512,2,636,134172,Amar-Suen.06.12.24,Directed,['source'],['representative']
513,2,3,134263,Shulgi.46.08.27,Directed,['source'],['recipient']
514,2,3,134268,Shulgi.47.05.18 (us2 year),Directed,['source'],['recipient']
515,2,3,134271,Amar-Suen.01.04.30,Directed,['source'],['recipient']
516,2,3,134273,Amar-Suen.02.11.07,Directed,['source'],['recipient']
517,10,2,134712,Amar-Suen.09.02.28,Directed,['source'],['recipient']
518,2,182,134756,Ibbi-Suen.02.08.00,Directed,['source'],['representative']
519,2,730,134809,Amar-Suen.03.04.01,Directed,['source'],['recipient']
520,2,3,134970,Shulgi.46.05.06,Directed,['source'],['recipient']
521,2,3,134973,Shulgi.47.02.05 (us2 year),Directed,['source'],['recipient']
522,2,3,134974,Shulgi.47.04.25 (us2 year),Directed,['source'],['recipient']
523,2,3,134975,Shulgi.47.07.15 (us2 year),Directed,['source'],['recipient']
524,2,3,134976,Shulgi.47.08.11 (us2 year),Directed,['source'],['recipient']
525,2,3,134978,Shulgi.47.11.05 (us2 year),Directed,['source'],['recipient']
526,2,3,134984,Amar-Suen.02.12.04,Directed,['source'],['recipient']
527,2,3,134986,Amar-Suen.02.04.25,Directed,['source'],['recipient']
528,2,28,134999,Amar-Suen.08.01.03 (us2 year),Directed,['source'],['recipient']
529,2,28,135001,Amar-Suen.08.02.21,Directed,['source'],['recipient']
530,2,28,135002,Amar-Suen.08.03.09,Directed,['source'],['recipient']
531,2,28,135003,Amar-Suen.08.04.21,Directed,['source'],['recipient']
532,2,28,135004,Amar-Suen.08.08.04,Directed,['source'],['recipient']
533,2,28,135005,Amar-Suen.08.09.13,Directed,['source'],['recipient']
534,2,82,135069,Amar-Suen.02.06.04,Undirected,['source'],['representative']
535,2,137,135069,Amar-Suen.02.06.04,Undirected,['source'],['intermediary']
536,82,137,135069,Amar-Suen.02.06.04,Undirected,['representative'],['intermediary']
537,2,11,135070,Amar-Suen.02.08.14,Undirected,['source'],['representative']
538,2,137,135070,Amar-Suen.02.08.14,Undirected,['source'],['intermediary']
539,11,137,135070,Amar-Suen.02.08.14,Undirected,['representative'],['intermediary']
540,2,22,135071,Amar-Suen.08.03.09,Directed,['source'],['representative']
541,214,2,135151,Shu-Suen.06.00.00,Directed,['intermediary'],['recipient']
542,2,28,136033,Amar-Suen.06.07.22,Directed,['source'],['recipient']
543,2,28,136047,Amar-Suen.06.10.02,Directed,['source'],['recipient']
544,2,3,136066,Amar-Suen.02.06.25,Directed,['source'],['recipient']
545,2,3,136070,Shulgi.46.05.14,Directed,['source'],['recipient']
546,10,2,136237,Amar-Suen.01.12.00,Directed,['source'],['recipient']
547,10,2,136251,Amar-Suen.02.03.19,Directed,['source'],['recipient']
548,10,2,136287,Amar-Suen.02.12.17,Directed,['source'],['recipient']
549,2,11,142417,--.--.--.27,Directed,['source'],['representative']
550,2,3,142418,Shulgi.46.05.09,Directed,['source'],['recipient']
551,2,3,142421,Shulgi.47.07.09 (us2 year),Directed,['source'],['recipient']
552,2,3,142423,Shulgi.47.10.05 (us2 year),Directed,['source'],['recipient']
553,2,3,142903,Shulgi.47.03.07 (us2 year),Directed,['source'],['recipient']
554,2,28,142905,Amar-Suen.06.12.11,Directed,['source'],['recipient']
555,2,395,142964,Amar-Suen.05.02.00,Directed,['source'],['representative']
556,10,2,143627,Amar-Suen.02.02.01,Directed,['source'],['recipient']
557,2,9,143687,Shulgi.46.03.29,Directed,['source'],['recipient']
558,2,549,143725,Shulgi.46.12.05,Directed,['source'],['recipient']
559,9,2,143871,Amar-Suen.01.04.10,Directed,['source'],['recipient']
560,10,2,143873,Amar-Suen.01.09.21,Directed,['source'],['recipient']
561,2,11,143878,Amar-Suen.01.02.18,Directed,['source'],['representative']
562,10,2,144011,Amar-Suen.04.03.20 (us2 year),Directed,['source'],['recipient']
563,10,2,144015,Amar-Suen.04.06.10,Directed,['source'],['recipient']
564,10,2,144093,Amar-Suen.05.11.09,Directed,['source'],['recipient']
565,10,2,144178,Amar-Suen.06.11.03,Directed,['source'],['recipient']
566,10,2,144257,Amar-Suen.07.11.25,Directed,['source'],['recipient']
567,395,2,144357,Amar-Suen.09.03.00,Directed,['intermediary'],['recipient']
568,2,214,144954,Shu-Suen.06.05.00,Directed,['source'],['representative']
569,10,2,145502,Amar-Suen.08.09.11,Directed,['source'],['recipient']
570,2,3,145559,Amar-Suen.02.04.07,Directed,['source'],['recipient']
571,2,3,145801,Shulgi.46.10.09,Directed,['source'],['recipient']
572,2,3,145802,Shulgi.46.10.10,Directed,['source'],['recipient']
573,2,3,145803,Shulgi.46.12.14,Directed,['source'],['recipient']
574,2,3,145805,Shulgi.47.06.29 (us2 year),Directed,['source'],['recipient']
575,2,28,145815,Amar-Suen.03.10.16,Directed,['source'],['recipient']
576,325,325,145850,00.00.00.00,Undirected,['intermediary'],['intermediary']
577,2,9,200518,Shulgi.47.10.00 (us2 year),Directed,['source'],['recipient']
578,2,3,200546,Shulgi.48.08.00,Directed,['source'],['recipient']
579,10,2,201084,Amar-Suen.09.01.18,Directed,['source'],['recipient']
580,2,3,201441,Amar-Suen.07.10.08,Directed,['source'],['recipient']
581,2,11,209821,Amar-Suen.01.12.12,Directed,['source'],['representative']
582,10,2,210113,Amar-Suen.08.09.24,Directed,['source'],['recipient']
583,10,2,210135,Amar-Suen.01.08.20,Directed,['source'],['recipient']
584,2,141,210187,Shu-Suen.01.01.14,Directed,['source'],['representative']
585,2,3,210311,Shulgi.48.12.16,Directed,['source'],['recipient']
586,2,9,210318,Shulgi.46.03.12,Directed,['source'],['recipient']
587,2,28,210337,Amar-Suen.06.03.20,Directed,['source'],['recipient']
588,10,2,210348,Amar-Suen.05.09.15,Directed,['source'],['recipient']
589,10,2,210365,Amar-Suen.03.01.24,Directed,['source'],['recipient']
590,10,2,210382,Amar-Suen.02.12.09,Directed,['source'],['recipient']
591,10,2,210412,Amar-Suen.08.09.20,Directed,['source'],['recipient']
592,10,2,210414,Amar-Suen.01.10.26,Directed,['source'],['recipient']
593,10,2,210418,Amar-Suen.05.09.22,Directed,['source'],['recipient']
594,111,2,210475,Amar-Suen.08.01.07 ?,Directed,['source'],['recipient']
595,2,28,210503,Amar-Suen.08.03.17,Directed,['source'],['recipient']
596,10,2,218144,Amar-Suen.02.01.24,Directed,['source'],['recipient']
597,10,2,218228,Amar-Suen.04.02.25,Directed,['source'],['recipient']
598,1072,2,234949,Shulgi.48.09.25,Directed,['source'],['representative']
599,2,9,248675,Shulgi.46.12.03,Directed,['source'],['recipient']
600,2,28,273412,Amar-Suen.05.10.26,Directed,['source'],['recipient']
601,2,86,294851,Amar-Suen.01.05.28,Undirected,['source'],['intermediary']
602,2,182,294851,Amar-Suen.01.05.28,Undirected,['source'],['representative']
603,86,182,294851,Amar-Suen.01.05.28,Undirected,['intermediary'],['representative']
604,2,3,303426,Shulgi.47.05.02,Directed,['source'],['recipient']
605,2,28,303435,Amar-Suen.06.08.24,Directed,['source'],['recipient']
606,2,619,303442,Shulgi.47.02.00 (us2 year),Directed,['source'],['representative']
607,2,3,303443,Amar-Suen.02.03.22,Directed,['source'],['recipient']
608,2,3,303444,Amar-Suen.02.03.30,Directed,['source'],['recipient']
609,2,3,303446,Shulgi.46.05.20,Directed,['source'],['recipient']
610,2,3,303448,Amar-Suen.01.12.03,Directed,['source'],['recipient']
611,2,3,303461,Shulgi.46.05.25,Directed,['source'],['recipient']
612,2,3,303481,Shulgi.47.10.04 (us2 year),Directed,['source'],['recipient']
613,2,3,303482,Shulgi.46.03.23,Directed,['source'],['recipient']
614,10,2,303487,Amar-Suen.01.11.21,Directed,['source'],['recipient']
615,2,3,303494,Shulgi.46.11.19,Directed,['source'],['recipient']
616,2,3,303500,Shulgi.46.10.05,Directed,['source'],['recipient']
617,2,3,303506,Shulgi.46.01.00,Directed,['source'],['recipient']
618,2,3,303507,Shulgi.47.02.05 (us2 year),Directed,['source'],['recipient']
619,2,3,303510,Shulgi.47.06.-- (us2 year),Directed,['source'],['recipient']
620,2,11,303511,Amar-Suen.02.05.15,Directed,['source'],['representative']
621,2,74,303516,Shulgi.47.08.19 (us2 year),Undirected,['source'],['representative']
622,2,194,303516,Shulgi.47.08.19 (us2 year),Undirected,['source'],['representative']
